XCoord,YCoord,RED,GREEN,BLUE,NIR,LCCODE
387609.1723,4792045.252,172,167,160,29,3
387284.3585,4791994.021,53,93,121,1,1
387443.6124,4791987.037,84,116,127,1,1
387421.9251,4791939.669,87,125,135,1,1
387688.8073,4792000.637,219,199,176,89,2
387701.7231,4791991.745,244,230,203,114,2
387716.6504,4791972.841,244,233,209,105,2
387733.8692,4791960.841,227,217,193,70,2
387579.5931,4791994.544,150,147,143,14,3
387627.9676,4791970.746,126,139,139,3,3
387658.7099,4791960.257,173,167,161,30,3
387697.3096,4791950.94,205,193,177,54,3
387608.2138,4791908.593,127,137,134,3,3
387323.344,4791772.087,58,96,121,1,1
387412.1594,4791823.548,221,221,221,41,1
387341.2701,4791855.098,62,98,122,1,1
387614.3778,4791833.861,173,167,162,27,3
387646.8477,4791822.476,168,164,157,25,3
387680.3349,4791846.219,198,189,174,44,3
387718.3159,4791852.099,167,160,153,25,3
387740.4457,4791847.394,177,171,164,32,3
387776.7619,4791831.606,234,225,205,93,3
387824.6216,4791776.577,212,203,182,60,3
387867.7838,4791779.769,239,230,211,98,3
387682.2442,4791751.164,164,161,155,25,3
387454.6117,4791652.753,167,173,174,8,1
387430.6216,4791676.582,88,121,132,1,1
387365.9118,4791713.237,85,117,130,1,1
387739.2557,4791722.884,235,226,207,90,3
387796.0882,4791683.76,207,197,179,55,3
387867.8204,4791702.968,237,228,212,96,3
387693.3273,4791684.16,193,186,173,40,3
387650.5668,4791705.261,177,169,161,28,3
387602.5321,4791723.413,193,181,169,39,3
387567.5445,4791635.476,209,200,183,49,3
387657.2459,4791635.292,156,152,146,20,3
387305.1551,4791568.453,62,105,124,1,1
387381.8333,4791570.65,78,117,131,1,1
387628.1696,4791562.442,181,174,166,31,3
387558.0797,4791511.1,144,148,143,4,3
387696.2241,4791543.525,236,228,210,89,3
387776.1339,4791530.486,240,231,215,99,3
387290.5578,4791423.767,74,119,132,1,1
387349.9326,4791485.265,208,228,221,33,1
387544.7752,4791444.064,177,170,164,28,3
387500.2505,4791463.894,153,150,148,17,3
387482.9192,4791390.415,172,168,163,26,3
387541.9405,4791378.154,156,150,144,20,3
387668.4869,4791446.353,234,226,208,87,3
387696.8367,4791396.416,185,176,164,36,3
387673.1723,4791413.731,205,196,178,47,3
387772.8898,4791413.382,218,211,193,66,3
387290.4106,4791310.08,76,115,128,1,1
387761.4005,4791350.653,165,160,154,27,3
387690.7864,4791346.615,205,196,175,51,3
387787.0746,4791296.855,238,229,210,96,3
387732.2694,4791300.8,187,181,167,36,3
387579.8004,4791245.178,177,172,165,31,3
387609.4258,4791298.495,205,197,178,51,3
387532.3313,4791245.097,173,168,162,27,3
387239.2181,4791112.188,66,107,126,1,1
387242.0215,4791228.437,55,102,124,1,1
387309.0161,4791171.78,235,244,240,66,1
387369.1339,4791225.457,254,254,254,88,1
387687.4476,4791223.868,229,223,202,78,3
387615.6194,4791225.492,237,229,210,91,3
387471.8695,4791223.102,178,172,164,30,3
387495.016,4791174.551,151,149,144,9,3
387447.3771,4791138.022,173,168,164,25,3
387690.8934,4791142.665,228,220,202,77,3
387222.9441,4791023.934,59,105,125,1,1
387298.5356,4791065.204,94,132,140,1,1
387421.4848,4791099.831,154,151,147,16,3
387496.5814,4791085.133,174,169,163,27,3
387543.7242,4791091.728,174,170,163,27,3
387530.6236,4791063.305,158,152,147,22,3
387632.8208,4791107.175,186,181,164,38,3
387220.2125,4790912.019,78,116,132,1,1
387279.6326,4790871.108,157,183,190,7,1
387326.7577,4790981.417,178,189,189,14,1
387480.2496,4790966.936,187,179,169,33,3
387537.8965,4790950.358,185,177,166,34,3
387604.2977,4790962.71,197,190,172,44,3
387548.5228,4790882.051,236,227,208,85,3
387481.689,4790896.178,178,172,164,28,3
387396.5476,4790909.307,137,144,144,3,3
387345.13,4790776.501,141,147,144,3,3
387479.2136,4790799.446,164,159,155,23,3
387517.4495,4790741.529,238,231,211,93,3
387589.4903,4790804.995,162,157,151,24,3
387253.373,4790653.694,118,137,139,3,1
387221.8744,4790697.614,104,137,143,1,1
387164.8201,4790723.733,100,131,139,1,1
387351.2751,4790726.927,132,142,140,1,3
387405.912,4790712.567,187,182,171,36,3
387598.729,4790705.464,217,208,189,66,3
387558.5429,4790698.319,197,187,170,46,3
387472.3374,4790673.71,175,168,160,28,3
387418.0953,4790606.91,152,147,144,17,3
387386.3035,4790607.004,187,179,169,35,3
387321.5084,4790665.364,150,150,147,10,3
387496.2776,4790620.368,239,230,213,96,3
387562.4119,4790642.706,209,201,183,55,3
387183.5023,4790537.682,231,238,237,3,1
387139.6678,4790573.129,68,112,128,1,1
387385.6655,4790474.527,239,233,210,106,2
387411.8665,4790557.416,208,194,181,76,2
387397.4908,4790557.22,198,196,187,80,2
387228.9834,4790444.053,97,128,135,1,1
387386.5071,4790420.264,177,171,159,31,2
387375.4449,4790383.559,104,100,124,19,2
386076.7049,4786285.144,138,138,146,37,2
386183.8015,4786271.796,66,89,122,143,4
386358.7872,4786259.313,57,72,107,94,4
386301.1386,4786252.027,58,77,115,105,4
386018.3311,4786331.891,99,97,124,78,4
386143.8859,4786237.119,200,194,175,83,2
386113.4295,4786188.124,249,250,249,105,2
386102.3616,4786151.832,128,125,143,67,2
386150.8391,4786131.912,157,160,164,60,2
386511.4031,4786218.81,220,203,180,75,2
386425.9066,4786214.16,176,178,174,44,2
386295.154,4786128.798,42,64,107,23,4
386254.1187,4786124.708,51,66,106,60,4
386256.1886,4786144.215,85,98,117,115,4
386248.5424,4786156.068,51,74,109,165,4
386230.2874,4786185.035,66,80,114,163,4
386215.4448,4786183.546,65,83,110,104,4
386211.0376,4786206.636,63,69,105,95,4
386277.64,4786202.046,53,73,111,76,4
386339.6529,4786131.527,72,79,111,25,4
386318.8125,4786188.33,51,69,106,62,4
386311.159,4786199.748,57,75,113,63,4
386300.0926,4786215.567,41,63,105,42,4
386247.999,4786227.729,41,70,111,2,4
386329.2258,4786237.661,131,128,144,100,4
386319.4445,4786226.099,50,74,110,76,4
386199.186,4786104.177,165,153,154,55,2
386226.489,4786068.979,183,169,168,59,2
386261.1691,4786077.255,65,79,114,116,4
386246.9655,4786087.915,60,71,108,78,4
386231.0919,4786102.946,60,77,110,124,4
386238.3102,4786117.59,46,77,109,82,4
386287.8995,4786111.983,90,87,119,88,4
386320.729,4786094.497,64,69,107,114,4
386324.5705,4786115.712,137,152,164,77,4
386338.9629,4786090.284,69,79,108,145,4
386331.7666,4786076.942,59,73,111,74,4
386322.1811,4786051.046,43,64,104,63,4
386303.3809,4786073.508,40,61,104,40,4
386291.9658,4786094.544,32,58,100,23,4
386302.64,4786055.282,38,59,102,15,4
386288.9374,4786069.842,65,83,112,97,4
386347.1613,4786111.425,76,80,110,149,4
386356.4053,4786090.86,58,71,108,49,4
386351.7667,4785794.158,153,154,157,54,2
386340.99,4785827.343,192,183,182,52,2
386399.1999,4785809.17,84,88,119,174,4
386402.0902,4785799.567,78,79,110,183,4
386376.3975,4785800.866,64,70,103,102,4
386358.8381,4785819.399,65,80,112,101,4
386380.5225,4785760.842,69,85,112,130,4
386407.8999,4785782.099,71,77,108,130,4
386374.6767,4785724.026,79,91,114,146,4
